eventNumber,wheel,sector,station,superLayer,wire,layer
52258,-1,1,1,1,"[3, 3, 3]","[1, 2, 3]"
52258,-1,3,1,3,[8],[3]
52258,-1,5,4,1,"[78, 79, 79, 79]","[1, 2, 3, 4]"
52258,-1,5,4,3,"[78, 79, 78, 79]","[1, 2, 3, 4]"
52258,-1,7,2,1,[27],[3]
52258,-1,10,2,3,[3],[1]
52258,0,5,1,1,"[49, 50, 49]","[1, 2, 3]"
52258,0,10,1,1,[1],[2]
52258,0,10,2,3,"[27, 28, 27, 28]","[1, 2, 3, 4]"
52258,0,11,2,1,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52258,0,11,2,3,"[50, 50, 50, 51]","[1, 2, 3, 4]"
52258,0,11,3,1,"[70, 71, 70, 71]","[1, 2, 3, 4]"
52258,0,11,3,3,"[71, 72, 71, 72]","[1, 2, 3, 4]"
52258,0,12,2,3,"[59, 59, 60]","[2, 3, 4]"
52258,1,4,1,1,"[4, 4, 3, 4]","[1, 2, 3, 4]"
52258,1,4,1,3,"[2, 3, 2, 3]","[1, 2, 3, 4]"
52258,2,4,3,3,"[6, 7]","[1, 2]"
52258,2,5,2,3,"[54, 54, 54, 54]","[1, 2, 3, 4]"
52258,2,5,3,3,[71],[4]
52258,2,6,1,1,"[47, 46]","[2, 3]"
52258,2,11,1,1,"[43, 43, 42, 42]","[1, 2, 3, 4]"
52258,2,11,1,3,"[37, 48, 49, 37, 49, 50, 37, 49, 37, 49]","[1, 1, 1, 2, 2, 2, 3, 3, 4, 4]"
52258,2,11,2,1,[20],[4]
52258,2,11,2,3,"[20, 20, 20, 21]","[1, 2, 3, 4]"
52258,2,13,4,1,"[23, 23, 23, 23]","[1, 2, 3, 4]"
52258,2,13,4,3,"[21, 21, 21, 21]","[1, 2, 3, 4]"
52259,-2,3,1,3,[11],[1]
52259,-2,4,1,1,"[48, 48, 14, 48, 14, 48]","[1, 2, 3, 3, 4, 4]"
52259,-2,9,1,1,[33],[1]
52259,-2,11,2,1,[17],[1]
52259,-2,12,1,3,"[9, 8]","[2, 3]"
52259,-1,2,2,1,"[20, 21, 21, 21]","[1, 2, 3, 4]"
52259,-1,2,2,3,[23],[1]
52259,0,3,1,1,"[35, 35, 35, 36]","[1, 2, 3, 4]"
52259,0,3,1,3,"[38, 39, 38, 39]","[1, 2, 3, 4]"
52259,0,3,2,1,"[36, 37, 36, 37]","[1, 2, 3, 4]"
52259,0,3,2,3,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52259,1,5,1,1,"[36, 37, 37, 38, 37, 38, 37, 39]","[1, 1, 2, 2, 3, 3, 4, 4]"
52259,1,5,1,3,"[40, 41, 40, 41]","[1, 2, 3, 4]"
52259,2,5,2,3,"[37, 37, 37, 18, 37]","[1, 2, 3, 4, 4]"
52259,2,7,1,1,"[47, 48]","[3, 4]"
52259,2,12,1,1,[2],[1]
52260,-2,2,2,3,[35],[1]
52260,-2,3,1,1,"[3, 2]","[2, 3]"
52260,-2,10,3,1,"[23, 23, 23, 24]","[1, 2, 3, 4]"
52260,-2,11,1,1,"[45, 45, 45]","[2, 3, 4]"
52260,-2,11,1,3,"[48, 49]","[1, 2]"
52260,-1,2,1,1,"[25, 24, 24]","[2, 3, 4]"
52260,-1,9,1,3,"[6, 6, 6]","[2, 3, 4]"
52260,-1,10,1,1,"[12, 13, 13, 13]","[1, 2, 3, 4]"
52260,-1,10,1,3,"[15, 15, 15, 16]","[1, 2, 3, 4]"
52260,1,10,1,1,"[12, 12, 11, 12]","[1, 2, 3, 4]"
52260,1,10,1,3,"[5, 6, 5, 5]","[1, 2, 3, 4]"
52260,2,5,1,1,[2],[4]
52260,2,7,1,3,"[32, 33, 45, 33, 44, 33]","[1, 2, 2, 3, 3, 4]"
52260,2,8,2,1,[39],[3]
52260,2,8,2,3,[13],[3]
52260,2,11,1,1,[31],[1]
52261,-2,9,2,3,[38],[1]
52261,-2,11,1,3,"[8, 8, 9, 8, 8]","[1, 2, 2, 3, 4]"
52261,1,1,1,1,[13],[1]
52261,1,2,1,1,"[34, 35, 36]","[4, 4, 4]"
52261,1,5,1,1,"[25, 27, 25, 27, 26, 25, 27]","[1, 1, 2, 2, 3, 4, 4]"
52261,1,5,1,3,"[24, 25, 25, 24, 25]","[1, 1, 2, 3, 4]"
52261,1,5,2,1,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52261,2,2,1,3,"[22, 23, 23, 23, 23]","[1, 1, 2, 3, 4]"
52261,2,2,2,3,[55],[2]
52261,2,3,2,1,[6],[1]
52261,2,5,2,3,"[18, 19, 19, 19]","[1, 2, 3, 4]"
52261,2,5,3,1,"[27, 28, 28, 27, 28]","[1, 1, 2, 3, 4]"
52261,2,5,3,3,"[27, 27, 27, 27]","[1, 2, 3, 4]"
52261,2,5,4,1,"[54, 54, 54, 54]","[1, 2, 3, 4]"
52261,2,5,4,3,"[55, 56, 55, 56]","[1, 2, 3, 4]"
52261,2,6,1,1,"[43, 45, 43, 46, 45, 43, 45]","[1, 1, 2, 2, 3, 4, 4]"
52261,2,7,2,3,[21],[3]
52262,-2,2,1,1,"[17, 46, 17, 47, 17, 47, 17, 47]","[1, 1, 2, 2, 3, 3, 4, 4]"
52262,0,10,1,1,"[25, 24, 24]","[2, 3, 4]"
52262,1,2,1,1,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52262,1,2,1,3,"[45, 46, 45, 46]","[1, 2, 3, 4]"
52262,2,1,2,1,"[28, 29, 29, 29]","[1, 2, 3, 4]"
52262,2,2,3,1,"[51, 56, 56, 57, 51, 56, 56, 57, 57, 55, 56, 56, 57, 57, 56, 56, 57, 57, 58]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
52262,2,2,3,3,"[55, 55, 56, 56, 57, 58, 55, 56, 56, 57, 57, 58, 58, 55, 56, 56, 57, 57, 58, 55, 56, 57, 57, 58]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
52262,2,2,4,1,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52262,2,2,4,3,"[42, 43, 43, 43, 43, 46]","[1, 1, 2, 3, 4, 4]"
52262,2,3,1,1,"[36, 36, 36, 36]","[1, 2, 3, 4]"
52262,2,3,1,3,"[36, 36, 36, 36]","[1, 2, 3, 4]"
52262,2,4,1,3,"[32, 33]","[2, 2]"
52262,2,5,1,1,"[15, 16, 16]","[1, 2, 3]"
52262,2,7,1,3,"[25, 24, 25, 26]","[1, 3, 3, 4]"
52262,2,12,1,1,"[41, 40, 39, 39, 39, 40]","[1, 2, 3, 3, 4, 4]"
52262,2,12,1,3,"[41, 41, 41, 41]","[1, 2, 3, 4]"
52263,-2,10,1,3,"[23, 23, 24]","[2, 3, 4]"
52263,0,4,1,3,"[26, 26]","[3, 4]"
52263,1,12,1,1,"[30, 30, 30, 30]","[1, 2, 3, 4]"
52263,1,12,1,3,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52263,1,12,2,1,"[21, 22, 21, 22]","[1, 2, 3, 4]"
52263,2,1,1,1,"[6, 6, 6, 6]","[1, 2, 3, 4]"
52263,2,1,1,3,"[3, 3, 3, 3]","[1, 2, 3, 4]"
52263,2,4,1,1,[47],[1]
52263,2,9,1,3,"[13, 14]","[1, 2]"
52263,2,10,1,1,"[36, 37, 36, 37]","[1, 2, 3, 4]"
52263,2,10,1,3,"[36, 36, 36, 36]","[1, 2, 3, 4]"
52263,2,11,1,1,[16],[1]
52263,2,12,3,1,"[35, 36, 35, 36]","[1, 2, 3, 4]"
52263,2,12,3,3,"[35, 36, 35, 36]","[1, 2, 3, 4]"
52263,2,12,4,1,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52263,2,12,4,3,"[18, 18, 18, 18]","[1, 2, 3, 4]"
52264,-2,4,1,3,[42],[1]
52264,-2,5,1,1,"[6, 6, 6, 7]","[1, 2, 3, 4]"
52264,-2,5,1,3,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52264,-2,8,1,1,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52264,-2,8,1,3,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52264,-2,8,2,1,"[26, 26, 27, 27, 26, 26, 26, 27, 29]","[1, 1, 2, 2, 3, 3, 4, 4, 4]"
52264,-2,8,2,3,"[27, 33, 28, 27, 28]","[1, 1, 2, 3, 4]"
52264,-2,8,3,1,"[22, 22, 22]","[1, 2, 4]"
52264,-2,8,3,3,"[21, 21, 22, 21, 22]","[1, 1, 2, 3, 4]"
52264,-1,6,2,1,"[32, 32, 32, 32]","[1, 2, 3, 4]"
52264,-1,9,1,1,"[12, 13, 12, 13]","[1, 2, 3, 4]"
52264,-1,9,1,3,"[14, 15, 14, 15]","[1, 2, 3, 4]"
52264,-1,9,2,1,"[38, 39, 38, 39]","[1, 2, 3, 4]"
52264,-1,9,2,3,"[41, 41, 42, 41, 42]","[1, 2, 2, 3, 4]"
52264,-1,9,3,1,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52264,-1,9,3,3,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52264,0,11,1,1,"[40, 40, 39, 40]","[1, 2, 3, 4]"
52264,0,11,1,3,"[37, 38, 38, 37, 37]","[1, 1, 2, 3, 3]"
52264,1,1,1,1,"[5, 6, 5, 6]","[1, 2, 3, 4]"
52264,2,6,1,1,"[28, 28, 28, 29]","[1, 2, 3, 4]"
52264,2,9,2,3,"[26, 26, 26, 25, 25]","[1, 1, 2, 3, 4]"
52264,2,12,1,3,"[28, 28, 28]","[2, 3, 4]"
52265,-2,3,1,1,[18],[1]
52265,-2,7,3,3,[45],[4]
52265,-2,7,4,1,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52265,-2,7,4,3,"[38, 38, 39, 38, 38, 39]","[1, 1, 2, 3, 4, 4]"
52265,-2,11,1,3,"[41, 42, 42]","[1, 2, 4]"
52265,-2,12,1,1,"[11, 11, 10, 11]","[1, 2, 3, 4]"
52265,-2,12,1,3,"[8, 8, 7, 8]","[1, 2, 3, 4]"
52265,-1,7,1,1,"[22, 24, 22, 24, 22, 24, 22, 24]","[1, 1, 2, 2, 3, 3, 4, 4]"
52265,-1,7,1,3,"[19, 24, 19, 24, 19, 24, 19, 24]","[1, 1, 2, 2, 3, 3, 4, 4]"
52265,-1,7,2,1,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52265,-1,7,2,3,"[45, 46, 45, 46]","[1, 2, 3, 4]"
52265,-1,7,3,1,"[43, 43, 43, 43]","[1, 2, 3, 4]"
52265,-1,7,3,3,"[43, 43, 44, 44, 43, 43, 44, 44, 44]","[1, 1, 2, 2, 3, 3, 3, 4, 4]"
52265,-1,8,1,1,[31],[1]
52265,-1,11,2,1,"[21, 22, 21, 22]","[1, 2, 3, 4]"
52265,-1,12,3,1,[30],[4]
52265,-1,12,3,3,"[27, 28, 27, 27]","[1, 2, 3, 4]"
52265,0,7,1,1,"[11, 12, 11, 11]","[1, 2, 3, 4]"
52265,0,7,1,3,"[9, 10, 9, 9]","[1, 2, 3, 4]"
52265,1,1,1,1,"[27, 28, 28, 27, 28, 28]","[1, 1, 2, 3, 3, 4]"
52265,1,1,1,3,"[28, 29, 28, 29]","[1, 2, 3, 4]"
52265,1,1,2,1,"[18, 19, 19, 18, 19, 19]","[1, 1, 2, 3, 3, 4]"
52265,1,1,2,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52265,1,1,3,1,"[32, 33, 33, 33, 34, 32, 32, 33, 33, 33]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4]"
52265,1,1,3,3,"[30, 31, 31, 32, 32, 31, 32, 33, 31, 32, 32, 33, 31, 32, 32, 33, 33]","[1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
52265,1,3,1,1,[8],[1]
52265,1,9,1,1,"[29, 30, 30]","[1, 2, 3]"
52265,2,1,4,3,"[14, 15, 14, 15]","[1, 2, 3, 4]"
52265,2,5,2,1,"[50, 50]","[1, 2]"
52265,2,5,2,3,"[42, 20]","[2, 3]"
52265,2,7,1,3,[43],[4]
52265,2,11,1,3,[25],[1]
52266,-2,1,1,3,[2],[3]
52266,-2,8,2,3,[4],[3]
52266,-2,10,1,1,[43],[1]
52266,-1,2,2,1,"[59, 60, 59, 59]","[1, 2, 3, 4]"
52266,-1,4,1,1,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52266,-1,10,1,1,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52266,-1,10,1,3,"[14, 15, 14, 15]","[1, 2, 3, 4]"
52266,-1,10,2,1,"[33, 34, 33]","[1, 2, 3]"
52266,-1,10,2,3,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52266,-1,10,3,1,"[29, 30, 29, 30]","[1, 2, 3, 4]"
52266,-1,10,3,3,"[29, 30, 29, 30]","[1, 2, 3, 4]"
52266,-1,10,4,1,"[60, 60, 60]","[2, 3, 4]"
52266,0,3,1,3,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52266,1,7,1,1,"[2, 3, 2, 2]","[1, 2, 3, 4]"
52266,1,8,2,1,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52266,1,8,2,3,"[49, 50, 49, 50]","[1, 2, 3, 4]"
52266,2,1,1,3,[34],[1]
52266,2,6,2,3,[33],[3]
52266,2,7,1,3,[43],[1]
52266,2,7,2,3,[7],[1]
52266,2,7,4,1,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52266,2,7,4,3,"[9, 9, 9, 10, 9]","[1, 2, 3, 3, 4]"
52266,2,8,3,1,"[68, 68, 69]","[2, 3, 4]"
52266,2,8,3,3,"[69, 69, 69, 69]","[1, 2, 3, 4]"
52266,2,12,1,1,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52267,-2,7,2,3,"[14, 15, 15, 16]","[1, 2, 3, 4]"
52267,-1,2,1,1,"[30, 34, 30, 29, 29]","[1, 1, 2, 3, 4]"
52267,-1,2,1,3,"[22, 22, 21, 21]","[1, 2, 3, 4]"
52267,-1,4,1,3,"[6, 7, 6]","[1, 2, 3]"
52267,-1,6,2,1,[14],[1]
52267,-1,6,4,3,"[25, 26, 25, 25]","[1, 2, 3, 4]"
52267,-1,11,1,1,"[14, 14, 13, 14]","[1, 2, 3, 4]"
52267,-1,11,1,3,"[9, 10, 9, 9]","[1, 2, 3, 4]"
52267,-1,11,2,1,"[19, 20, 19, 19]","[1, 2, 3, 4]"
52267,-1,11,2,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52267,0,2,1,1,"[21, 21, 21, 22]","[1, 2, 3, 4]"
52267,1,3,1,1,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52267,1,3,1,3,"[19, 20, 19, 20]","[1, 2, 3, 4]"
52267,1,5,1,1,"[4, 46, 4, 46, 3, 46, 4, 46]","[1, 1, 2, 2, 3, 3, 4, 4]"
52267,1,5,1,3,"[47, 47, 48, 47, 47, 48]","[1, 2, 2, 3, 4, 4]"
52267,1,8,1,1,"[28, 29]","[3, 4]"
52267,1,8,1,3,"[27, 28, 27, 28]","[1, 2, 3, 4]"
52267,1,9,1,1,[47],[3]
52267,1,12,1,3,"[37, 37, 36, 36]","[1, 2, 3, 4]"
52267,2,1,1,3,"[4, 4, 42, 4, 5]","[1, 2, 2, 3, 4]"
52267,2,3,1,1,"[31, 30]","[2, 3]"
52267,2,5,2,3,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52267,2,5,3,1,"[58, 58, 59, 58, 59]","[1, 2, 2, 3, 4]"
52267,2,5,3,3,"[59, 59, 59, 59]","[1, 2, 3, 4]"
52267,2,5,4,1,"[89, 90, 89, 90]","[1, 2, 3, 4]"
52267,2,5,4,3,"[92, 93, 92, 93]","[1, 2, 3, 4]"
52267,2,6,1,1,"[47, 46, 47]","[2, 3, 4]"
52267,2,7,2,1,"[16, 17, 16, 17]","[1, 2, 3, 4]"
52267,2,13,4,1,"[2, 2, 1, 2]","[1, 2, 3, 4]"
52268,-2,4,1,1,"[9, 8, 9]","[2, 3, 4]"
52268,-2,4,1,3,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52268,-2,6,1,1,"[32, 33, 33, 32, 33]","[1, 1, 2, 3, 4]"
52268,-2,8,1,1,"[11, 12, 11, 12]","[1, 2, 3, 4]"
52268,-2,8,1,3,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52268,-2,8,2,1,"[16, 16, 16]","[1, 2, 3]"
52268,-2,12,1,3,"[25, 26]","[3, 4]"
52268,-1,10,2,1,"[43, 45]","[3, 4]"
52268,-1,10,2,3,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52268,0,3,1,1,[38],[4]
52268,0,9,4,1,"[19, 20, 20, 19]","[1, 1, 2, 3]"
52268,1,6,2,3,[52],[2]
52268,1,9,4,3,"[29, 31, 29, 31, 29, 30, 29, 30]","[1, 1, 2, 2, 3, 3, 4, 4]"
52268,2,2,1,1,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52268,2,2,1,3,"[11, 12, 12]","[1, 2, 4]"
52268,2,4,1,1,[7],[4]
52268,2,4,1,3,[11],[1]
52268,2,6,1,1,"[32, 33, 32, 33, 37]","[1, 2, 3, 4, 4]"
52268,2,6,1,3,"[32, 33, 33, 32, 33]","[1, 1, 2, 3, 4]"
52268,2,6,2,1,"[24, 24, 24, 24, 28]","[1, 2, 3, 4, 4]"
52268,2,6,2,3,"[22, 23, 23, 23, 23, 23]","[1, 1, 1, 2, 3, 4]"
52268,2,7,2,3,[16],[4]
52269,-2,3,1,1,"[47, 47, 47, 47]","[1, 2, 3, 4]"
52269,-2,3,1,3,"[27, 27, 26, 27]","[1, 2, 3, 4]"
52269,-2,4,1,1,"[3, 4, 4, 5]","[1, 2, 3, 4]"
52269,-2,9,1,1,"[10, 10, 11, 10, 10]","[1, 1, 2, 3, 4]"
52269,-2,9,1,3,"[5, 49, 5, 50, 5, 49, 5, 49]","[1, 1, 2, 2, 3, 3, 4, 4]"
52269,-2,10,2,1,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52269,-2,10,2,3,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52269,-2,12,1,1,"[36, 36]","[3, 4]"
52269,-2,12,1,3,"[33, 34, 33, 33]","[1, 2, 3, 4]"
52269,-1,3,1,3,[41],[4]
52269,-1,9,1,3,[41],[3]
52269,-1,11,1,1,"[38, 38]","[3, 4]"
52269,-1,11,1,3,"[39, 40, 39, 39]","[1, 2, 3, 4]"
52269,0,8,1,1,[49],[1]
52269,0,9,1,1,[8],[4]
52269,1,1,1,1,"[17, 17, 16, 17]","[1, 2, 3, 4]"
52269,1,1,1,3,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52269,1,2,2,1,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52269,1,2,2,3,"[59, 59, 59, 59]","[1, 2, 3, 4]"
52269,1,8,1,1,"[45, 46, 45, 46]","[1, 2, 3, 4]"
52269,1,9,1,1,"[2, 2, 2, 3]","[1, 2, 3, 4]"
52269,1,13,4,1,[69],[4]
52269,2,1,1,1,"[49, 50]","[1, 2]"
52269,2,1,3,1,[1],[2]
52269,2,5,1,3,"[6, 6]","[3, 4]"
52269,2,11,1,1,"[32, 33, 32, 33]","[1, 2, 3, 4]"
52270,-2,1,1,1,[1],[2]
52270,-2,1,2,1,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52270,-2,1,2,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52270,-2,8,1,3,[39],[2]
52270,-2,8,2,1,[58],[1]
52270,-2,10,1,1,"[12, 12, 11, 20, 7, 8, 11, 21]","[1, 2, 3, 3, 4, 4, 4, 4]"
52270,0,7,1,1,"[40, 41, 40, 41]","[1, 2, 3, 4]"
52270,0,7,1,3,"[39, 41, 40, 41, 39, 41, 40]","[1, 1, 2, 2, 3, 3, 4]"
52270,0,7,2,1,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52270,0,7,2,3,"[33, 33, 33, 33]","[1, 2, 3, 4]"
52270,0,7,3,1,"[50, 50, 50]","[1, 2, 3]"
52270,0,7,3,3,"[50, 51, 50, 51]","[1, 2, 3, 4]"
52270,0,7,4,1,"[80, 81, 80, 81]","[1, 2, 3, 4]"
52270,0,7,4,3,"[82, 82, 82, 83, 82, 83]","[1, 1, 2, 2, 3, 4]"
52270,1,3,1,1,"[9, 22, 9, 23, 23, 23]","[1, 1, 2, 2, 3, 4]"
52270,2,1,1,1,[15],[2]
52270,2,1,4,3,"[63, 63, 63, 64]","[1, 2, 3, 4]"
52270,2,4,2,1,[1],[1]
52270,2,7,2,1,"[49, 50, 47, 48, 49, 50, 47, 50]","[1, 2, 3, 3, 3, 3, 4, 4]"
52270,2,7,2,3,"[49, 50, 49]","[1, 1, 2]"
52270,2,8,1,1,[44],[4]
52270,2,9,2,1,"[1, 1]","[2, 3]"
52270,2,10,1,3,"[23, 23, 23, 23, 36]","[1, 2, 3, 4, 4]"
52270,2,12,1,3,[5],[4]
52271,-2,3,2,3,[53],[1]
52271,-2,4,1,1,"[31, 31, 31, 31, 32]","[2, 3, 3, 4, 4]"
52271,-2,4,1,3,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52271,-2,4,2,1,"[50, 51, 52, 52, 50, 52, 52, 53, 53, 49, 51, 52, 52, 53, 49, 51, 51, 53, 53]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
52271,-2,4,2,3,"[51, 54, 54, 55, 55, 55, 56, 57, 53, 54, 54, 55, 55, 55, 56, 56, 58, 54, 54, 55, 55, 56, 56, 57, 54, 54, 55, 55, 56, 56]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
52271,-2,4,3,1,"[53, 53, 53, 53, 54]","[1, 2, 3, 4, 4]"
52271,-2,4,3,3,"[54, 54, 54, 54]","[1, 2, 3, 4]"
52271,-2,5,1,3,[34],[4]
52271,-2,8,1,1,"[14, 14, 14, 14]","[1, 2, 3, 4]"
52271,-2,8,1,3,"[15, 15, 15, 16]","[1, 2, 3, 4]"
52271,-2,8,2,1,"[37, 37, 37]","[1, 2, 3]"
52271,-2,9,1,3,"[48, 48, 47, 47]","[1, 2, 3, 4]"
52271,-1,2,1,1,"[43, 44, 43, 44]","[1, 2, 3, 4]"
52271,-1,2,1,3,"[48, 49, 49]","[1, 2, 3]"
52271,-1,3,2,1,"[13, 14, 13, 14]","[1, 2, 3, 4]"
52271,-1,3,2,3,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52271,0,10,2,3,"[34, 38, 35, 38, 35, 37, 36, 38]","[1, 1, 2, 2, 3, 3, 4, 4]"
52271,1,3,1,1,"[19, 20]","[1, 2]"
52271,1,8,1,1,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52271,1,8,1,3,"[11, 11, 10, 11]","[1, 2, 3, 4]"
52271,1,12,1,1,"[46, 45, 45]","[2, 3, 4]"
52271,2,1,1,1,"[3, 4, 4, 5, 3, 4, 3, 5]","[1, 1, 2, 2, 3, 3, 4, 4]"
52271,2,1,1,3,"[4, 4, 3, 4]","[1, 2, 3, 4]"
52271,2,2,1,1,"[29, 29, 28, 28]","[1, 2, 3, 4]"
52271,2,2,1,3,"[23, 23, 22, 22]","[1, 2, 3, 4]"
52271,2,4,2,1,[9],[4]
52271,2,6,1,1,"[38, 39, 34, 39]","[1, 3, 4, 4]"
52271,2,6,1,3,"[40, 41, 41, 41]","[1, 2, 3, 4]"
52271,2,8,1,1,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52271,2,8,1,3,"[17, 17, 17, 18]","[1, 2, 3, 4]"
52272,-2,3,2,3,"[4, 4, 4, 5]","[1, 2, 3, 4]"
52272,-2,4,1,1,[23],[1]
52272,-2,5,1,3,"[20, 21, 20]","[1, 2, 3]"
52272,-2,12,1,1,"[39, 38, 38]","[2, 3, 4]"
52272,-1,6,1,1,[19],[1]
52272,0,1,1,1,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52272,0,1,1,3,"[31, 32, 32, 32, 32]","[1, 1, 2, 3, 4]"
52272,0,1,2,1,"[52, 53, 53, 53]","[1, 2, 3, 4]"
52272,0,1,2,3,"[54, 55, 55]","[1, 2, 4]"
52272,0,7,1,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52272,1,1,4,1,[2],[4]
52272,1,2,4,1,"[93, 94, 93, 94]","[1, 2, 3, 4]"
52272,1,2,4,3,"[93, 94, 93, 94]","[1, 2, 3, 4]"
52272,1,6,1,1,[47],[4]
52272,1,7,3,1,"[16, 17, 16, 17]","[1, 2, 3, 4]"
52272,1,7,3,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52272,1,7,4,1,"[41, 41, 40, 41]","[1, 2, 3, 4]"
52272,1,7,4,3,"[42, 42, 41, 42]","[1, 2, 3, 4]"
52272,2,1,1,1,"[20, 21, 20, 20]","[1, 2, 3, 4]"
52272,2,1,1,3,"[18, 19, 18, 18]","[1, 2, 3, 4]"
52272,2,7,1,1,[41],[1]
52273,-2,2,1,1,"[37, 38, 38, 38]","[1, 2, 3, 4]"
52273,-2,4,3,3,[39],[4]
52273,-2,9,1,1,[9],[2]
52273,-2,12,2,1,[37],[3]
52273,-2,13,4,1,"[6, 6, 6]","[1, 2, 3]"
52273,-2,13,4,3,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52273,-1,3,1,1,"[32, 33, 32, 32, 33, 33]","[2, 2, 3, 3, 4, 4]"
52273,-1,3,1,3,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52273,-1,3,3,3,"[37, 37, 38]","[3, 4, 4]"
52273,-1,4,1,1,"[21, 21, 21, 21]","[1, 2, 3, 4]"
52273,-1,4,1,3,"[21, 21, 21, 21]","[1, 2, 3, 4]"
52273,-1,4,2,1,"[37, 38, 40, 40, 41, 42, 40, 40, 41, 41, 42, 43, 40, 40, 41, 43, 36, 40, 41, 41, 42, 44]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
52273,-1,4,2,3,"[38, 40, 41, 41, 42, 43, 38, 41, 42, 42, 43, 38, 40, 41, 41, 41, 42, 38, 41, 41, 42, 42, 43]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
52273,-1,12,1,1,"[42, 42, 43]","[1, 3, 4]"
52273,1,10,1,1,"[11, 10, 11]","[2, 3, 4]"
52273,1,10,1,3,"[10, 11, 12, 10, 11, 11]","[1, 2, 2, 3, 3, 4]"
52273,2,1,1,1,[22],[4]
52273,2,3,1,3,[21],[4]
52273,2,3,2,3,"[18, 19]","[1, 1]"
52273,2,6,1,1,[14],[4]
52273,2,6,2,1,"[42, 42, 42, 43]","[1, 2, 3, 4]"
52273,2,6,2,3,"[43, 44, 44, 44]","[1, 2, 3, 4]"
52273,2,7,1,1,"[39, 40, 39, 43, 40, 45]","[1, 2, 3, 3, 4, 4]"
52273,2,7,1,3,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52273,2,10,1,1,"[28, 28, 28, 28]","[1, 2, 3, 4]"
52273,2,12,1,1,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52274,-2,1,1,1,"[43, 44, 25, 43, 44]","[1, 2, 3, 3, 4]"
52274,-2,1,1,3,[25],[2]
